FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-55c,5984936,POINT (16.33019880880614 48.1746305984121),Nebelstele,15,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-55b,5984937,POINT (16.411277371324953 48.230975211122086),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-55a,5984938,POINT (16.375074038986178 48.24514923675074),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-559,5984939,POINT (16.32773317291614 48.215678746539254),Schiff,16,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-558,5984940,POINT (16.337456679562727 48.190513014221),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-557,5984941,POINT (16.337866466968194 48.1788323040586),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-556,5984942,POINT (16.374630923857445 48.185616052501004),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-555,5984943,POINT (16.310033285607815 48.241585373492754),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-554,5984944,POINT (16.369173765797974 48.20002239610403),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-553,5984945,POINT (16.38808459894878 48.24598942169857),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-552,5984946,POINT (16.419195299905056 48.26122950278574),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-551,5984947,POINT (16.344405059140048 48.22621958177937),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-550,5984948,POINT (16.419770197563533 48.16909995586983),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-54f,5984949,POINT (16.36038230450665 48.2017724347113),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-54e,5984950,POINT (16.501201926163592 48.22441359497795),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-54d,5984951,POINT (16.385866238369495 48.16992073657778),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-54c,5984952,POINT (16.403014229234152 48.2117070782148),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-54b,5984953,POINT (16.37099003009842 48.20072460441412),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-54a,5984954,POINT (16.361659340716493 48.16093030134517),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-549,5984955,POINT (16.3089696455058 48.187282232366954),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-548,5984956,POINT (16.341557666717623 48.2456934046862),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-547,5984957,POINT (16.446407617110925 48.26175880470548),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-546,5984958,POINT (16.467320233317114 48.19306156330958),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-545,5984959,POINT (16.38501367890744 48.276868732347985),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-544,5984960,POINT (16.412310562701176 48.24827433500494),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-543,5984961,POINT (16.416913700729744 48.24636437187142),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-542,5984962,POINT (16.29509996690931 48.1685886958102),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-541,5984963,POINT (16.363419301241162 48.204376912288325),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-540,5984964,POINT (16.31680241604738 48.141769429598014),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-53f,5984965,POINT (16.36004992018325 48.21501951692667),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-53e,5984966,POINT (16.51259615253506 48.22161176609016),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-53d,5984967,POINT (16.268805601471378 48.187951731437124),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-53c,5984968,POINT (16.40197113003304 48.14210251959442),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-53b,5984969,POINT (16.338629836505387 48.19567008758838),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-53a,5984970,POINT (16.40093615713119 48.21755038363748),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-539,5984971,POINT (16.34627289765554 48.21104403067339),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-538,5984972,POINT (16.414669807243982 48.24188823176076),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-537,5984973,POINT (16.45855476706061 48.25206335166267),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-536,5984974,POINT (16.310570890945975 48.1872493371171),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-535,5984975,POINT (16.397948272013366 48.20040138452016),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-534,5984976,POINT (16.38563240438101 48.17992634323234),Schiff,16,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-533,5984977,POINT (16.399100573262974 48.23655588624913),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-532,5984978,POINT (16.382944627899082 48.206451435323025),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-531,5984979,POINT (16.31665139273197 48.14163829041815),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-530,5984980,POINT (16.320657779468874 48.19753532309744),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-52f,5984981,POINT (16.351286240220098 48.19533325260496),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-52e,5984982,POINT (16.306025187877474 48.19567948244095),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-52d,5984983,POINT (16.400700314212553 48.25963852835539),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-52c,5984984,POINT (16.322370366408492 48.2210417775724),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-52b,5984985,POINT (16.399556241717786 48.19760907244538),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-52a,5984986,POINT (16.361819103658163 48.2241379337389),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-529,5984987,POINT (16.38053543753122 48.168213947590495),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-528,5984988,POINT (16.337457143430676 48.221428630074435),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-527,5984989,POINT (16.383468234999384 48.149550258426885),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-526,5984990,POINT (16.297484198509114 48.25383978333557),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-525,5984991,POINT (16.285132173665694 48.21438530602299),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-524,5984992,POINT (16.39127418872048 48.19326755681337),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-523,5984993,POINT (16.356500752657222 48.1884628322407),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-522,5984994,POINT (16.39013694237807 48.23236803262438),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-521,5984995,POINT (16.330381070284528 48.18936499590523),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-520,5984996,POINT (16.21931304017796 48.2043452620614),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-51f,5984997,POINT (16.372897908980264 48.234246273436696),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-51e,5984998,POINT (16.317883540610712 48.22006664439985),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-51d,5984999,POINT (16.290649236347015 48.223107161613825),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-51c,5985000,POINT (16.367616878379387 48.25951208849974),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-51b,5985001,POINT (16.35844166570324 48.20066333188097),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-51a,5985002,POINT (16.33852625234655 48.209594125959875),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-519,5985003,POINT (16.31528814066211 48.21205541342902),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-518,5985004,POINT (16.380418701691916 48.21254375943065),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-517,5985005,POINT (16.311702141698845 48.19147910485039),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-516,5985006,POINT (16.3933812331513 48.224345572971075),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-515,5985007,POINT (16.39269168480412 48.22632298687146),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-514,5985008,POINT (16.39214997962433 48.2282421200954),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-513,5985009,POINT (16.285884916199795 48.133857317155936),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-512,5985010,POINT (16.377092329172715 48.2376679284508),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-511,5985011,POINT (16.40376045529525 48.19841555392456),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-510,5985012,POINT (16.31352583448173 48.19418344971547),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-50f,5985013,POINT (16.302993007022774 48.22944089916721),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-50e,5985014,POINT (16.41182698395666 48.21812168651201),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-50d,5985015,POINT (16.381620664917254 48.18277244273217),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-50c,5985016,POINT (16.427820990127866 48.22165551604763),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-50b,5985017,POINT (16.30720365491476 48.1992103275644),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-50a,5985018,POINT (16.315703683292334 48.21331183988008),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-509,5985019,POINT (16.32543223602375 48.197675108888696),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-508,5985020,POINT (16.313844004480604 48.21228078228549),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-507,5985021,POINT (16.368460162592616 48.19256961516993),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-506,5985022,POINT (16.34490958956262 48.19921976996138),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-505,5985023,POINT (16.399843253762512 48.27820000707811),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-504,5985024,POINT (16.414147006419544 48.225037806419266),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-503,5985025,POINT (16.333354183732595 48.21435322911183),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-502,5985026,POINT (16.39465895409926 48.30016551466891),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-501,5985027,POINT (16.26577663436295 48.22128821334874),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-500,5985028,POINT (16.462665794757896 48.176949722957175),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4ff,5985029,POINT (16.338910853553536 48.201607138791005),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4fe,5985030,POINT (16.399738522977675 48.25796501460383),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4fd,5985031,POINT (16.403544170168093 48.19802141748134),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4fc,5985032,POINT (16.290220664912674 48.191020676139885),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4fb,5985033,POINT (16.311728196781605 48.20307021518245),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4fa,5985034,POINT (16.31977539106194 48.14908149436989),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4f9,5985035,POINT (16.342981450654733 48.1936136051731),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4f8,5985036,POINT (16.400960543305263 48.19070735062814),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4f7,5985037,POINT (16.350725794842912 48.1822443073839),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4f6,5985038,POINT (16.309089057620128 48.20322429562054),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4f5,5985039,POINT (16.34150259197376 48.18388334733029),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4f4,5985040,POINT (16.35510725589366 48.24030751588475),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4f3,5985041,POINT (16.341454566293528 48.1960030543386),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4f2,5985042,POINT (16.3409850666658 48.195858604123586),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4f1,5985043,POINT (16.347093373519215 48.20025853745132),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4f0,5985044,POINT (16.332950661511674 48.195292480522845),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4ef,5985045,POINT (16.345108894130668 48.20121310455642),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4ee,5985046,POINT (16.455189665270343 48.220628695293165),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4ed,5985047,POINT (16.350166745028645 48.210843441274),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4ec,5985048,POINT (16.261114795465357 48.195543745559064),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4eb,5985049,POINT (16.339105543483267 48.22732128656552),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4ea,5985050,POINT (16.319692843575684 48.260188865828646),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4e9,5985051,POINT (16.393710569483925 48.205505803278285),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4e8,5985052,POINT (16.308224298671483 48.23558065528749),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4e7,5985053,POINT (16.402768775878325 48.24714280600665),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4e6,5985054,POINT (16.339664240932873 48.271870981732825),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4e5,5985055,POINT (16.392540603364765 48.29509861301811),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4e4,5985056,POINT (16.452033596201048 48.2863846131386),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4e3,5985057,POINT (16.350280779288095 48.28186776305802),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4e2,5985058,POINT (16.37243608110866 48.24665276717517),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4e1,5985059,POINT (16.436475773588043 48.18863873252491),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4e0,5985060,POINT (16.468564691898692 48.159792761441885),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4df,5985061,POINT (16.35433633160785 48.277208636648645),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4de,5985062,POINT (16.352811862825234 48.27953670739364),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4dd,5985063,POINT (16.25754502966622 48.165988535586926),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4dc,5985064,POINT (16.25298048688404 48.198310403925596),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4db,5985065,POINT (16.383841683696577 48.302734256518065),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4da,5985066,POINT (16.285682990668924 48.21733708409891),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4d9,5985067,POINT (16.398006645571428 48.21696400284274),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4d8,5985068,POINT (16.29105741940017 48.15922341125769),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4d7,5985069,POINT (16.329916649018895 48.211910635363836),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4d6,5985070,POINT (16.432911373046174 48.20250461747586),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4d5,5985071,POINT (16.37375023985211 48.18992465143418),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4d4,5985072,POINT (16.485616178733338 48.20240389633003),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4d3,5985073,POINT (16.38523330032696 48.297834063338655),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4d2,5985074,POINT (16.387358072841984 48.30090274348981),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4d1,5985075,POINT (16.393794228628146 48.247014054472444),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4d0,5985076,POINT (16.26909305137767 48.161308687760055),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4cf,5985077,POINT (16.447658443168503 48.19529289141065),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4ce,5985078,POINT (16.479634839731784 48.16753219610533),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4cd,5985079,POINT (16.277898283073473 48.215378047535644),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4cc,5985080,POINT (16.44745064244261 48.28769358946827),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4cb,5985081,POINT (16.445146895004555 48.28692940461632),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4ca,5985082,POINT (16.42196993068457 48.289146862245076),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4c9,5985083,POINT (16.36004186718197 48.20133454828647),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4c8,5985084,POINT (16.366562602434037 48.17725093349235),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4c7,5985085,POINT (16.34476756933897 48.287152855555284),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4c6,5985086,POINT (16.38865724657537 48.28522280028131),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4c5,5985087,POINT (16.400647139246995 48.16614637477565),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4c4,5985088,POINT (16.41132433302298 48.19718153407748),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4c3,5985089,POINT (16.33160969857432 48.21241406459181),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4c2,5985090,POINT (16.282040624342226 48.216783417074545),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4c1,5985091,POINT (16.29510533905821 48.246432512843974),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4c0,5985092,POINT (16.321546565977087 48.255534355439),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4bf,5985093,POINT (16.318208949624616 48.238939976931206),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4be,5985094,POINT (16.394750142778076 48.18076756179856),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4bd,5985095,POINT (16.26724710812592 48.150934570743935),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4bc,5985096,POINT (16.38628699219661 48.193160222116845),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4bb,5985097,POINT (16.256464987285344 48.132797128294875),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4ba,5985098,POINT (16.282400562383927 48.135321947950125),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4b9,5985099,POINT (16.281845116014733 48.1355316057532),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4b8,5985100,POINT (16.280502844702422 48.13600391075924),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4b7,5985101,POINT (16.32723083650317 48.21023484289435),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4b6,5985102,POINT (16.307870736871322 48.213196327254366),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4b5,5985103,POINT (16.358326090759086 48.211454530682424),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4b4,5985104,POINT (16.39389167278962 48.2165634180818),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4b3,5985105,POINT (16.334521226736776 48.20624059470153),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4b2,5985106,POINT (16.23603373784221 48.13697082262231),Trinkhydrant mit Tränke,18,
